weekday;hour;minute;100 kW ≤ P < 200 kW;12 kW ≤ P < 25 kW;25 kW ≤ P < 100 kW;4 kW ≤ P < 12 kW;P < 4 kW;P ≥ 200 kW
2;7;0;0.01837719448341946;0.012346633898664536;0.012841000532680516;0.00814265425280101;0.013557680668199975;0.022429084512204062
2;8;0;0.022133595759741716;0.012178450588312961;0.014053500143575422;0.011943035113276738;0.014418773436554977;0.024905752158579594
2;9;0;0.0269435771824815;0.01348255841103311;0.01750978239450497;0.01561942191710712;0.013920890937019969;0.030111323623167083
2;10;0;0.02796188898094449;0.014926135627348755;0.018851727411753335;0.016357481893307615;0.014182010480265373;0.032177734375
2;11;0;0.030963083812069355;0.014259925210792529;0.019796485784016715;0.012501563477173232;0.013995157384987893;0.035977791486736584
2;12;0;0.03015336625942293;0.013606168379377056;0.020350103221062753;0.013038507689255198;0.01260586002141536;0.03397363093180584
2;13;0;0.03167992353121906;0.013403396542532937;0.020327761055274958;0.014016822726551342;0.014852312614914397;0.036987468061808006
2;14;0;0.031871546961325964;0.013969671157989035;0.021407434546120676;0.0139156922844061;0.013955750060782883;0.03797101449275362
2;15;0;0.034325101312735966;0.014613613294495129;0.022459317956700156;0.012653625190895208;0.01590275775920054;0.040514485148756496
2;16;0;0.034670152025865035;0.014185037411001862;0.02035060119114507;0.013066308846312175;0.017294120480766915;0.03827751196172249
2;17;0;0.02858768556994327;0.012113500040262851;0.01795672981845509;0.011786406848602375;0.013473341004986575;0.03180194725769363
2;18;0;0.021883414224219244;0.009949472852572888;0.013795517021432724;0.011577478956508536;0.011087645195353749;0.02407236298205515
2;19;0;0.014909770183887165;0.00812222061623911;0.010023365277166367;0.01134193988898302;0.005731211019336817;0.016715806915373183
2;20;0;0.009873834339001646;0.0063365013759055;0.006953120142001933;0.010003233939409164;0.003927014989703558;0.01100066595959845
2;21;0;0.006982543640897756;0.004556018639678453;0.004671034533093045;0.006087314325919457;0.0035039906560249173;0.008215962441314555
2;22;0;0.004169799712899036;0.002794909031986441;0.0028761885426183465;0.004523654149534013;0.002007744156030403;0.004890334254346284
2;23;0;0.003220442810886497;0.0018572663676274545;0.0021969355565570076;0.003149375850967717;0.0011535965776634863;0.004415558642587815
3;0;0;0.002039511208669651;0.0013120559510640616;0.0015653357531760436;0.001692068585179986;0.000811204161000167;0.0020590758671405807
3;1;0;0.002113066371068311;0.0009573354973820027;0.001068213890153879;0.0009440315180656166;0.0010133912414042707;0.0026943614363395874
3;2;0;0.0026320802091811114;0.0007202622204646379;0.0008255957295212675;0.00047314731283869466;0.0008180943214629451;0.003061501617164161
3;3;0;0.002389403514847199;0.0010570555411779205;0.0014119985992973895;0.0010569062215917133;0.0010076775431861805;0.002718465796757612
3;4;0;0.0038626833469629215;0.0026090316384943767;0.0028383551110181325;0.0017656886818722627;0.002435006803695481;0.004890941876837191
